call_id,service_length,arrival_time,interarrival_time
401,1356,2021-01-05 16:27:00,0 days 00:01:52
402,55,2021-01-05 16:27:25,0 days 00:00:25
403,86,2021-01-05 16:33:49,0 days 00:06:24
404,6,2021-01-05 16:34:15,0 days 00:00:26
405,419,2021-01-05 16:36:09,0 days 00:01:54
406,181,2021-01-05 16:39:28,0 days 00:03:19
407,279,2021-01-05 16:40:15,0 days 00:00:47
408,80,2021-01-05 16:43:31,0 days 00:03:16
409,280,2021-01-05 16:43:56,0 days 00:00:25
410,233,2021-01-05 16:45:38,0 days 00:01:42
411,70,2021-01-05 16:48:58,0 days 00:03:20
412,385,2021-01-05 17:01:00,0 days 00:12:02
413,731,2021-01-05 17:08:30,0 days 00:07:30
414,96,2021-01-05 17:08:36,0 days 00:00:06
415,544,2021-01-05 17:12:58,0 days 00:04:22
416,328,2021-01-05 17:26:07,0 days 00:13:09
417,414,2021-01-05 17:28:58,0 days 00:02:51
418,572,2021-01-05 17:32:49,0 days 00:03:51
419,108,2021-01-05 17:36:48,0 days 00:03:59
420,280,2021-01-05 17:37:57,0 days 00:01:09
421,175,2021-01-05 17:44:12,0 days 00:06:15
422,221,2021-01-05 17:47:56,0 days 00:03:44
423,86,2021-01-05 17:54:16,0 days 00:06:20
424,54,2021-01-06 08:00:00,0 days 14:05:44
425,459,2021-01-06 08:05:29,0 days 00:05:29
426,77,2021-01-06 08:05:45,0 days 00:00:16
427,80,2021-01-06 08:18:22,0 days 00:12:37
428,28,2021-01-06 08:23:02,0 days 00:04:40
429,233,2021-01-06 08:34:19,0 days 00:11:17
430,204,2021-01-06 08:37:44,0 days 00:03:25
431,1087,2021-01-06 08:37:57,0 days 00:00:13
432,53,2021-01-06 08:38:16,0 days 00:00:19
433,147,2021-01-06 08:38:18,0 days 00:00:02
434,205,2021-01-06 08:40:49,0 days 00:02:31
435,192,2021-01-06 08:42:51,0 days 00:02:02
436,114,2021-01-06 08:43:22,0 days 00:00:31
437,18,2021-01-06 08:49:23,0 days 00:06:01
438,320,2021-01-06 08:56:28,0 days 00:07:05
439,2,2021-01-06 08:59:04,0 days 00:02:36
440,2,2021-01-06 09:05:08,0 days 00:06:04
441,607,2021-01-06 09:05:21,0 days 00:00:13
442,357,2021-01-06 09:18:25,0 days 00:13:04
443,328,2021-01-06 09:23:46,0 days 00:05:21
444,47,2021-01-06 09:25:26,0 days 00:01:40
445,94,2021-01-06 09:28:57,0 days 00:03:31
446,223,2021-01-06 09:30:36,0 days 00:01:39
447,56,2021-01-06 09:31:22,0 days 00:00:46
448,1352,2021-01-06 09:40:24,0 days 00:09:02
449,306,2021-01-06 09:43:19,0 days 00:02:55
450,31,2021-01-06 09:55:19,0 days 00:12:00
451,329,2021-01-06 09:57:30,0 days 00:02:11
452,110,2021-01-06 09:59:41,0 days 00:02:11
453,41,2021-01-06 10:07:31,0 days 00:07:50
454,29,2021-01-06 10:13:54,0 days 00:06:23
455,1248,2021-01-06 10:15:40,0 days 00:01:46
456,176,2021-01-06 10:16:34,0 days 00:00:54
457,313,2021-01-06 10:17:48,0 days 00:01:14
458,171,2021-01-06 10:18:37,0 days 00:00:49
459,156,2021-01-06 10:25:09,0 days 00:06:32
460,159,2021-01-06 10:25:39,0 days 00:00:30
461,73,2021-01-06 10:29:28,0 days 00:03:49
462,63,2021-01-06 10:30:52,0 days 00:01:24
463,954,2021-01-06 10:43:05,0 days 00:12:13
464,302,2021-01-06 10:47:20,0 days 00:04:15
465,5,2021-01-06 10:49:02,0 days 00:01:42
466,279,2021-01-06 10:54:18,0 days 00:05:16
467,188,2021-01-06 11:11:17,0 days 00:16:59
468,222,2021-01-06 11:12:16,0 days 00:00:59
469,83,2021-01-06 11:12:54,0 days 00:00:38
470,256,2021-01-06 11:18:53,0 days 00:05:59
471,391,2021-01-06 11:19:52,0 days 00:00:59
472,1,2021-01-06 11:23:00,0 days 00:03:08
473,168,2021-01-06 11:25:39,0 days 00:02:39
474,119,2021-01-06 11:35:54,0 days 00:10:15
475,278,2021-01-06 11:38:08,0 days 00:02:14
476,516,2021-01-06 11:47:36,0 days 00:09:28
477,26,2021-01-06 11:49:24,0 days 00:01:48
478,287,2021-01-06 11:53:31,0 days 00:04:07
479,465,2021-01-06 11:55:23,0 days 00:01:52
480,3,2021-01-06 11:55:40,0 days 00:00:17
481,64,2021-01-06 11:58:27,0 days 00:02:47
482,191,2021-01-06 11:59:41,0 days 00:01:14
483,60,2021-01-06 12:02:58,0 days 00:03:17
484,9,2021-01-06 12:07:17,0 days 00:04:19
485,11,2021-01-06 12:07:58,0 days 00:00:41
486,283,2021-01-06 12:08:16,0 days 00:00:18
487,282,2021-01-06 12:08:48,0 days 00:00:32
488,622,2021-01-06 12:11:43,0 days 00:02:55
489,361,2021-01-06 12:12:05,0 days 00:00:22
490,359,2021-01-06 12:14:28,0 days 00:02:23
491,7,2021-01-06 12:22:10,0 days 00:07:42
492,236,2021-01-06 12:35:22,0 days 00:13:12
493,198,2021-01-06 12:36:14,0 days 00:00:52
494,27,2021-01-06 12:36:44,0 days 00:00:30
495,500,2021-01-06 12:42:23,0 days 00:05:39
496,455,2021-01-06 12:42:28,0 days 00:00:05
497,170,2021-01-06 12:44:25,0 days 00:01:57
498,215,2021-01-06 12:45:36,0 days 00:01:11
499,237,2021-01-06 12:53:19,0 days 00:07:43
500,58,2021-01-06 12:54:36,0 days 00:01:17
501,24,2021-01-06 12:56:09,0 days 00:01:33
502,79,2021-01-06 12:59:10,0 days 00:03:01
503,165,2021-01-06 13:02:58,0 days 00:03:48
504,4,2021-01-06 13:06:52,0 days 00:03:54
505,788,2021-01-06 13:08:27,0 days 00:01:35
506,519,2021-01-06 13:12:20,0 days 00:03:53
507,406,2021-01-06 13:13:17,0 days 00:00:57
508,1033,2021-01-06 13:16:40,0 days 00:03:23
509,38,2021-01-06 13:18:32,0 days 00:01:52
510,472,2021-01-06 13:19:42,0 days 00:01:10
511,64,2021-01-06 13:21:33,0 days 00:01:51
512,514,2021-01-06 13:23:13,0 days 00:01:40
513,566,2021-01-06 13:28:10,0 days 00:04:57
514,11,2021-01-06 13:28:58,0 days 00:00:48
515,5,2021-01-06 13:42:15,0 days 00:13:17
516,306,2021-01-06 13:45:28,0 days 00:03:13
517,265,2021-01-06 13:45:34,0 days 00:00:06
518,485,2021-01-06 13:47:32,0 days 00:01:58
519,325,2021-01-06 13:59:16,0 days 00:11:44
520,124,2021-01-06 14:09:19,0 days 00:10:03
521,272,2021-01-06 14:20:53,0 days 00:11:34
522,274,2021-01-06 14:22:37,0 days 00:01:44
523,131,2021-01-06 14:27:09,0 days 00:04:32
524,412,2021-01-06 14:45:12,0 days 00:18:03
525,456,2021-01-06 14:47:16,0 days 00:02:04
526,260,2021-01-06 14:48:46,0 days 00:01:30
527,114,2021-01-06 14:53:03,0 days 00:04:17
528,88,2021-01-06 14:53:15,0 days 00:00:12
529,254,2021-01-06 14:53:54,0 days 00:00:39
530,41,2021-01-06 14:59:14,0 days 00:05:20
531,28,2021-01-06 15:02:01,0 days 00:02:47
532,68,2021-01-06 15:08:03,0 days 00:06:02
533,374,2021-01-06 15:08:42,0 days 00:00:39
534,892,2021-01-06 15:11:14,0 days 00:02:32
535,131,2021-01-06 15:13:35,0 days 00:02:21
536,146,2021-01-06 15:16:59,0 days 00:03:24
537,167,2021-01-06 15:17:58,0 days 00:00:59
538,26,2021-01-06 15:19:48,0 days 00:01:50
539,360,2021-01-06 15:26:15,0 days 00:06:27
540,286,2021-01-06 15:27:57,0 days 00:01:42
541,54,2021-01-06 15:35:34,0 days 00:07:37
542,318,2021-01-06 15:40:03,0 days 00:04:29
543,109,2021-01-06 15:43:45,0 days 00:03:42
544,353,2021-01-06 15:44:36,0 days 00:00:51
545,411,2021-01-06 15:50:16,0 days 00:05:40
546,150,2021-01-06 15:59:33,0 days 00:09:17
547,176,2021-01-06 16:01:06,0 days 00:01:33
548,199,2021-01-06 16:01:40,0 days 00:00:34
549,149,2021-01-06 16:06:15,0 days 00:04:35
550,71,2021-01-06 16:07:04,0 days 00:00:49
